陕西,208
内蒙古,12
辽宁,9
吉林,0
黑龙江,0
上海,0
江苏,0
安徽,0
江西,0
湖北,0
湖南,0
重庆,0
四川,0
贵州,0
云南,0
广东,0
广西,0
福建,0
甘肃,0
宁夏,0
新疆,0
西藏,0
海南,0
浙江,0
青海,0
